share_code,company,english_name,address,shortname,legal_person,security,registrated_fund,Principal activities,post code,telephone,fax,website,listed time,prospectus time,Circulation,issue time,PE ration,发行方式,主承销商,上市推荐人,保荐机构
600826,上海兰生股份有限公司,Shanghai Lansheng Corporation,上海市浦东新区陆家嘴东路161号2602室,兰生股份,王强,杨敏,"42,064.2288",批发业,200437,"021-51991608, 13916126899",021-33772731,www.lansheng.com,1994-02-04,1993-10-12,"3,550",5.5,14.1,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600827,上海百联集团股份有限公司,"Shanghai Bailian Group Co., Ltd.",上海市浦东新区张杨路501号11楼1101室,百联股份,叶永明,郑小芸,"178,416.8117",零售业,200120,021-63229537,021-63517447,www.bailian.sh.cn,1994-02-04,1993-10-10,"1,500",5.2,17.9,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600828,茂业商业股份有限公司,"Maoye Commercial Co., Ltd.",四川省成都市东御街19号,茂业商业,高宏彪,叶静,"173,198.2546",零售业,610011,028-86665088,028- 86661176,www.cpds.cn,1994-02-24,1993-12-18,"2,960",4.1, ,公开拍卖,上海申银证券有限公司 ,成都证券有限责任公司 上海申银证券有限公司 , 
600829,哈药集团人民同泰医药股份有限公司,HPGC Renmintongtai Pharmaceutical Corporation,黑龙江省哈尔滨市南岗区衡山路76号,人民同泰,张镇平,程轶颖,"57,988.8597",批发业,150076,0451-84600888,0451-84600888,www.sanjing.com.cn,1994-02-24,1994-01-12,"2,500",5.2, ,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600830,香溢融通控股集团股份有限公司,"Sunny Loan Top Co., Ltd.",浙江省宁波市西河街158号,香溢融通,潘昵琥,林蔚晴,"45,432.2747",租赁业,315310,0574-87315310,0574-87294676,www.sunnyloantop.cn,1994-02-24,1994-01-11,"1,270",5.2, ,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 ,国海证券有限责任公司 
600831,陕西广电网络传媒(集团)股份有限公司,"Shaanxi Broadcast and TV Network Intermediary (Group) Co., Ltd.",陕西省西安曲江新区行政商务区曲江首座大厦14-16，18-19，22-24层,广电网络,晏兆祥,杨莎,"60,496.7689",电信、广播电视和卫星传输服务,710061,029-87991255,029-87991266,www.600831.com,1994-02-24,1992-04-25,"14,000",1, ,自办发行,北京证券有限责任公司 ,上海万国证券公司 ,北京证券有限责任公司 
600833,上海第一医药股份有限公司,"Shanghai No.1 Pharmacy Co., Ltd.",上海市黄浦区南京东路616号,第一医药,徐子瑛,孙炳,"22,308.6347",零售业,200032,021-64337282,021-64337191,www.dyyy.com.cn,1994-02-24,1992-06-17,200,41, ,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600834,上海申通地铁股份有限公司,"Shanghai Shentong Metro Co., Ltd.",上海市浦电路489号(由由燕乔大厦五楼),申通地铁,俞光耀,孙斯惠,"47,738.1905",道路运输业,201103,021-54259985,021-54257330,www.shtmetro.com,1994-02-24,1992-06-19,370,15, ,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600835,上海机电股份有限公司,"Shanghai Mechanical and Electrical Industry Co., Ltd.",上海市浦东新区北张家浜路128号,上海机电,陈嘉明,桂江生,"102,273.9308",通用设备制造业,200135,021-68547168,021-68547170,www.chinasec.cn,1994-02-24,1993-08-06,"2,700",5.5,15.28,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600836,上海界龙实业集团股份有限公司,Shanghai Jielong Industry Group Corporation Limited,上海市浦东新区川周路7111号,界龙实业,费屹立,楼福良,"66,275.3072",印刷和记录媒介复制业,200135,021-58600836转510或526、021-58949028,021-58926698,www.jielong-printing.com,1994-02-24,1993-10-08,"1,859",4,14.81,公开拍卖,海通证券股份有限公司 ,海通证券股份有限公司 ,国信证券股份有限公司 
600837,海通证券股份有限公司,Haitong Securities Company Ltd.,上海市广东路689号,海通证券,周杰,姜诚君,"1,150,170.0000",资本市场服务,200001,021-23219000,021-63410707,www.htsec.com,1994-02-24,1993-10-12,"1,260",5,12.89,公开拍卖,上海万国证券公司 ,上海万国证券公司 ,华泰证券有限责任公司 
600838,上海九百股份有限公司,"Shanghai Join Buy Co., Ltd.",上海市愚园路300号6楼D室,上海九百,许骍,张敏,"40,088.1981",零售业,200040,021-62729898-838、021-62569866,021-62569821,www.shjb600838.com,1994-02-24,1993-10-10,"2,000",5,15.68,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600839,四川长虹电器股份有限公司,"Sichuan Changhong Electric Co., Ltd.",四川省绵阳市高新区绵兴东路35号,四川长虹,赵勇,薛向岭,"461,624.4222",计算机、通信和其他电子设备制造业,621000,0816-2418436,0816-2417949,www.changhong.com,1994-03-11,1988-10-03,"3,571",1, ,自办发行, ,上海万国证券公司 , 
600841,上海柴油机股份有限公司,Shanghai Diesel Engine Company Limited,上海市杨浦区军工路2636号,上柴股份,蓝青松,汪宏彬,"86,668.9830",通用设备制造业,200438,021-60652207,021-65749845,www.sdec.com.cn,1994-03-11,1993-10-08,"2,800",5.2,15.5,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 ,东莞证券有限责任公司 
600843,上工申贝(集团)股份有限公司,"Shang Gong Group Co., Ltd.",中国（上海）自由贸易试验区世纪大道1500号东方大厦12楼A-D室,上工申贝,张敏,周勇强,"54,858.9600",专用设备制造业,201206,021-68407515、68407700-437,021-63302939,www.sgsbgroup.com,1994-03-11,1993-10-10,"2,200",5.8,15.59,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600844,丹化化工科技股份有限公司,"Danhua Chemical Technology Co., Ltd.",上海市浦东新区高科西路4037号,丹化科技,王斌,杨金涛,"101,652.4240",化学原料和化学制品制造业,200336,021-64015596,021-64016411, ,1994-03-11,1993-10-08,"1,680",5.8,15.67,公开拍卖,上海财政证券公司 ,上海财政证券公司 ,安信证券股份有限公司 
600845,上海宝信软件股份有限公司,"Shanghai Baosight Software Co., Ltd.",中国（上海）自由贸易试验区郭守敬路515号,宝信软件,夏雪松,吕子男,"79,101.9172",软件和信息技术服务业,201203,021-20378893,021-20378895,www.baosight.com,1994-03-11,1993-10-08,"2,200",4,14.48,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600846,上海同济科技实业股份有限公司,"Shanghai Tongji Science and Technology Tndustrial Co., Ltd.",上海市浦东新区栖山路33号,同济科技,丁洁民,骆君君,"62,476.1516",土木工程建筑业,200092,021-65985860,021-33626510,www.tjkjsy.com.cn,1994-03-11,1993-10-12,"1,300",6,12,公开拍卖,上海万国证券公司 ,上海万国证券公司 ,长江证券承销保荐有限公司 
600847,重庆万里新能源股份有限公司,"Chongqing Wanli New Energy Co., Ltd.",重庆市江津区双福街道创业路26号综合楼幢1-1,万里股份,刘悉承,张晶,"15,328.7400",电气机械和器材制造业,402247,023-85532408,023-47268798,www.cqwanli.net.cn,1994-03-24,1994-02-16,"1,550",4, ,公开拍卖,中国人保信托投资公司 ,上海万国证券公司 , 
600848,上海临港控股股份有限公司,Shanghai Lingang Holdings Corporation Limited,上海市松江区莘砖公路668号3层,上海临港,袁国华,陆雯,"111,991.9277",房地产业,201612,021-66987559,021-66987559,www.lingangholding.com,1994-03-24,1993-10-08,"3,200",3.5,19.18,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600850,上海华东电脑股份有限公司,"Shanghai East-China Computer Co., Ltd.",上海市嘉定区嘉罗公路1485号43号楼6层,华东电脑,游小明,侯志平,"42,121.5168",软件和信息技术服务业,200233,021-33390000,021-33390011,www.shecc.com,1994-03-24,1993-10-12,"2,000",3,15.79,公开拍卖,中国人民建设银行上海信托投资公司 ,中国人民建设银行上海信托投资公司 , 
600851,上海海欣集团股份有限公司,"Shanghai Haixin Group Co., Ltd.",上海市松江区洞泾镇长兴路688号,海欣股份,孟文波,何莉莉,"120,705.6692",医药制造业,200001,021-63917000,021-63917678,www.haixin.com.cn,1994-04-04,1993-11-01,"1,000",7,13.17,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600853,龙建路桥股份有限公司,"Longjian Road and Bridge Co., Ltd.",黑龙江省哈尔滨市南岗区长江路368号,龙建股份,尚云龙,王征宇,"53,680.7658",土木工程建筑业,150009,0451-82281860,0451-82281253,www.longjianlq.com,1994-04-04,1994-01-16,"6,000",4.9,18.28,公开拍卖,上海海通证券公司 ,海通证券股份有限公司 黑龙江省证券公司 , 
600854,江苏春兰制冷设备股份有限公司,"Jiangsu Chunlan Refrigerating Equipment Stock Co., Ltd.",江苏省泰州市春兰工业园区春兰路1号,春兰股份,沈华平,徐来林,"51,945.8538",电气机械和器材制造业,225300,"0523-86663663, 86217958","0523-82129858, 86219729",www.chunlan.com,1994-04-25,1994-02-25,"3,000",8, ,公开拍卖,华夏证券有限公司 ,华夏证券有限公司 , 
600855,北京航天长峰股份有限公司,"Beijing Aerospace Changfeng Co., Ltd.",北京市海淀区永定路51号航天数控大楼,航天长峰,史燕中,娄岩峰,"33,161.7425",专用设备制造业,100854,010-68386000,010-88219811,www.ascf.com.cn,1994-04-25,1994-03-27,"4,000",3, ,公开拍卖,中国人民建设银行北京市信托投资公司 , ,金信证券有限责任公司 
600856,长春中天能源股份有限公司,Changchun Sinoenergy Corporation,吉林省长春市朝阳区人民大街1881号,中天能源,邓天洲,陈正钢,"136,665.4379",燃气生产和供应业,130061,010-84929823,010-84928665,www.changbai.com.cn,1994-04-25,1994-02-25,"3,000",4.8,16.96,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600857,宁波中百股份有限公司,"Ningbo Zhongbai Co., Ltd.",浙江省宁波市海曙区和义路77号21层,宁波中百,应飞军,严鹏,"22,431.9919",零售业,315000,0574-87367060,0574-87367996,www.hitsc.com,1994-04-25,1994-03-31,"1,350",5.8, ,公开拍卖,上海万国证券公司 ,上海万国证券公司 , 
600858,银座集团股份有限公司,"Silver Plaza Group Co., Ltd.",山东省济南市泺源大街中段,银座股份,王志盛,张美清,"52,006.6589",零售业,250063,"0531-86988888, 83175518",0531-86966666,www.yinzuostock.com,1994-05-06,1992-12-01,"2,000",3, ,公开拍卖,恒泰证券股份有限公司 ,国泰证券有限公司 ,恒泰证券股份有限公司 
600859,王府井集团股份有限公司,"Wangfujing Group Co., Ltd.",北京市王府井大街255号,王府井,刘毅,岳继鹏,"77,625.0350",零售业,100006,010-65125960,010-65133133,www.wfj.com.cn,1994-05-06,1994-03-27,"5,000",8,15.38,公开拍卖,华夏证券有限公司 ,华夏证券有限公司 ,中信建投证券股份有限公司 
600860,北京京城机电股份有限公司,Beijing Jingcheng Machinery Electric Company Limited,北京市朝阳区东三环中路59号楼901室,京城股份,王军,栾杰,"42,200.0000",专用设备制造业,101109,010-67365383,010-87392058,www.btic.com.cn,1994-05-06,1994-03-27,"5,000",5.3,18.93,公开拍卖,华夏证券有限公司 ,华夏证券有限公司 , 
600861,北京城乡商业（集团）股份有限公司,"Beijing Urban-rural Commercial (Group) Co., Ltd.",北京市海淀区复兴路甲23号,北京城乡,王禄征,陈红,"31,680.4949",零售业,100036,010-68296595,010-68216933,www.bjcx.com.cn,1994-05-20,1994-03-27,"5,000",6, ,公开拍卖,北京证券有限责任公司 ,中国人民建设银行北京市信托投资公司 北京证券有限责任公司 , 
600862,中航航空高科技股份有限公司,"Avic Aviation High-Technology Co., Ltd.",江苏省南通市港闸区永和路1号,中航高科,李志强,张军(代),"139,304.9107",铁路、船舶、航空航天和其他运输设备制造业,226011,0513-81110507,0513-85512271,www.tonmac.com.cn,1994-05-20,1994-04-22,"2,000",3.8,8.63,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 ,华泰联合证券有限责任公司 
600863,内蒙古蒙电华能热电股份有限公司,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,内蒙古自治区呼和浩特市锡林南路218号,内蒙华电,李向良,王晓戎,"580,774.5000",电力、热力生产和供应业,10020,0471-6222388,0471-6228410,www.nmhdwz.com,1994-05-20,1994-03-26,"5,000",3.9, ,公开拍卖,上海万国证券公司 ,上海万国证券公司 ,招商证券股份有限公司 
600864,哈尔滨哈投投资股份有限公司,"Harbin Hatou Investment Co., Ltd.",黑龙江省哈尔滨市南岗区昆仑商城隆顺街27号,哈投股份,赵洪波,张名佳,"210,851.3762",电力、热力生产和供应业,150028,0451-51939831,0451-51939831, ,1994-08-09,1994-06-25,"2,500",4.6,12.6,上网竞价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
600865,百大集团股份有限公司,"Baida Group Co., Ltd.",浙江省杭州市延安路546号,百大集团,陈夏鑫,陈琳玲,"37,624.0316",零售业,310016,0571-85823016,0571-85150586,www.baidagroup.com,1994-08-09,1994-06-28,"2,500",5.8, ,公开拍卖,浙江省证券公司 ,浙江省证券公司 国泰君安证券股份有限公司 , 
600866,广东肇庆星湖生物科技股份有限公司,"Starlake Bioscience Co.,Inc. Zhaoqing Guangdong",广东省肇庆市工农北路67号,星湖科技,陈武,钟济祥,"64,539.3465",食品制造业,526060,0758-2291130,0758-2239449,www.starlake.com.cn,1994-08-18,1994-06-26,"1,260",5.28,10.58,公开拍卖,广发证券有限责任公司 ,广发证券有限责任公司 ,招商证券股份有限公司 
600867,通化东宝药业股份有限公司,"Tonghua Dongbao Pharmaceutical Co., Ltd.",吉林省通化县东宝新村,通化东宝,李一奎,王君业,"171,129.6471",医药制造业,134123,0435-5088025,0435-5088005,www.thdb.com,1994-08-24,1994-06-30,"1,800",6.5,10.32,公开拍卖,上海申银证券有限公司 ,上海申银证券有限公司 , 
600868,广东梅雁吉祥水电股份有限公司,"Guangdong Meiyan Jixiang Hydropower Co., Ltd.",广东省梅州市梅县新县城沿江南路1号,梅雁吉祥,温增勇,胡苏平,"189,814.8679",电力、热力生产和供应业,514787,0753-2218286,0753-2218286,www.chinameiyan.com,1994-09-12,1994-07-11,"1,610",6,8.11,全额预缴、比例配售、余额即退,广东证券股份有限公司 ,广东证券股份有限公司 深圳经济特区证券公司 , 
600869,远东智慧能源股份有限公司,"Far East Smarter Energy Co., Ltd.",青海省西宁市城西区西关大街1号1号楼1单元1191室,智慧能源,蒋承志,万俊(代),"221,935.2746",电气机械和器材制造业,214257,0510-87249788,0510-87249922,www.600869.com,1995-02-06,1995-01-12,"1,500",9.58,9.9,上网竞价发行,海南省证券公司 ,海南省证券公司 , 
600870,厦门华侨电子股份有限公司,"Xiamen Overseas Chinese Electronic Co., Ltd.",福建省厦门市思明区环岛南路3088号三楼302室,厦华电子,王春芳,林志钦,"52,319.9665",计算机、通信和其他电子设备制造业,361005,0592-5510275,0592-5510262,www.iprima.com.cn,1995-02-28,1995-01-13,"1,250",13.38,8.25,上网竞价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
600871,中石化石油工程技术服务股份有限公司,Sinopec Oilfield Service Corporation,北京市朝阳区朝阳门北大街22号,石化油服,焦方正,李洪海,"1,898,434.0033",开采辅助活动,100728,010-59960871,010-59961033,ssc.sinopec.com,1995-04-11,1995-01-18,"20,000",2.68, ,"上网定价发行,网下配售",上海申银证券有限公司 ,上海申银证券有限公司 , 
600872,中炬高新技术实业(集团)股份有限公司,"Jonjee Hi-tech Industrial and Commercial Holding Co., Ltd.",广东省中山市中山火炬高技术产业开发区,中炬高新,熊炜,彭海泓,"79,663.7194",食品制造业,528437,0760-85596818-2033,0760-85596877,www.jonjee.com,1995-01-24,1994-12-08,"2,800",8, ,公开拍卖,广发证券有限责任公司 ,广发证券有限责任公司 , 
600873,梅花生物科技集团股份有限公司,"Meihua Holdings Group Co., Ltd.",西藏自治区拉萨市金珠西路158号阳光新城11幢5号,梅花生物,王爱军,刘现芳,"310,822.6603",食品制造业,65001,0316-2359652,0316-2359670,www.meihuagrp.com,1995-02-17,1995-01-06,"3,000",3.5,11.29,公开拍卖,华夏证券有限公司 ,华夏证券有限公司 , 
600874,天津创业环保集团股份有限公司,"Tianjin Capital Environmental Protection Group Co., Ltd.",天津市南开区卫津南路76号,创业环保,刘玉军,牛波,"142,722.8430",水的生产和供应业,300381,022-23930128,022-23930126,www.tjcep.com,1995-06-30,1995-06-10,"6,898",2.5, ,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 , 
600875,东方电气股份有限公司,Dongfang Electric Corporation Limited,四川省成都市高新西区西芯大道18号,东方电气,邹磊,龚丹,"233,690.0368",通用设备制造业,610036,028-87583666,028-87583551,www.dec-ltd.cn,1995-10-10,1995-07-04,"6,000",4.1, ,上网定价发行,海通证券股份有限公司 ,海通证券股份有限公司 ,中信证券股份有限公司 
600876,洛阳玻璃股份有限公司,"Luoyang Glass Co., Ltd.",河南省洛阳市西工区唐宫中路9号,洛阳玻璃,张冲,吴知新、叶沛森,"52,676.6875",非金属矿物制品业,471009,0379-63908637,0379-63251984,www.zhglb.com,1995-10-31,1995-09-25,"5,000",5.03, ,上网定价发行,国泰证券有限公司 ,国通证券有限责任公司 , 
600877,中国嘉陵工业股份有限公司(集团),"China Jialing Industrial Co., Ltd. (Group)",重庆市璧山区璧泉街道永嘉大道111号,中国嘉陵,李华光,周鸿彦,"68,728.2040",铁路、船舶、航空航天和其他运输设备制造业,402760,023-61954095,023-65196666,www.jialing.com.cn,1995-10-13,1988-10-01,"5,200",1, ,自办发行, ,华夏证券有限公司 重庆有价证券公司 国泰证券有限公司 , 
600879,航天时代电子技术股份有限公司,"China Aerospace Times Electronics Co., Ltd.",湖北省武汉经济技术开发区高科技园,航天电子,刘眉玄,吕凡,"271,927.1284",专用设备制造业,430056,"027-84792199, 010-88106362",027-84792102,www.catec-ltd.cn,1995-11-15,1987-01-01,"2,730",1, ,公开拍卖,国泰君安证券股份有限公司 ,上海申银证券有限公司 ,国泰君安证券股份有限公司 
600880,成都博瑞传播股份有限公司,"Chengdu B-ray Media Co., Ltd.",四川省成都市锦江工业园区,博瑞传播,曹建春,苟军,"109,333.2092",新闻和出版业,610063,028-87651183,028-67676650,www.b-raymedia.com,1995-11-15,1992-09-01,"1,450",3.5, ,定向发行,华西证券有限责任公司 ,成都证券有限责任公司 华夏证券股份有限公司 , 
600881,吉林亚泰(集团)股份有限公司,"Jilin Yatai (Group) Co., Ltd.",吉林省长春市吉林大路1801号,亚泰集团,宋尚龙,秦音,"324,891.3588",非金属矿物制品业,130031,0431-84956688,0431-84951400,www.yatai.com,1995-11-15,1987-01-01,"1,270",1, ,公开拍卖,国信证券股份有限公司 ,上海申银证券有限公司 ,国信证券股份有限公司 
600882,上海广泽食品科技股份有限公司,"Ground Food Tech Co., Ltd.",上海市奉贤区金汇镇工业路899号8幢,广泽股份,柴琇,白丽君,"40,853.8045",食品制造业,201206,0533-3389666,0533-3389666,www.sddcny.com,1995-12-06,1988-12-01,"4,950",1, ,公开拍卖, ,上海申银证券有限公司 , 
600883,云南博闻科技实业股份有限公司,"Yunnan Bowin Technology Industry Co., Ltd.",云南省保山市隆阳区汉庄镇小堡子,博闻科技,刘志波,杨庆宏,"23,608.8000",非金属矿物制品业,650041,0871-67197370,0871-67197694,www.ynbowin.com,1995-12-08,1988-12-01,"2,800",1, ,公开拍卖, ,上海申银证券有限公司 云南证券有限责任公司 , 
600884,宁波杉杉股份有限公司,"Ningbo Shanshan Co., Ltd.",浙江省宁波市鄞州区日丽中路777号杉杉大厦808室,杉杉股份,庄巍,钱程,"112,276.4986",电气机械和器材制造业,315177,0574-88208337,0574-88208375,www.ssgf.net,1996-01-30,1996-01-08,"1,300",10.88,13.6,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
600885,宏发科技股份有限公司,"Hongfa Technology Co., Ltd.",湖北省武汉市硚口区解放大道21号汉正街都市工业区A107-131,宏发股份,郭满金,林旦旦,"53,197.2537",电气机械和器材制造业,361021,027-83310135,027-83860435,www.hongfa.com,1996-02-05,1996-01-15,"1,800",4, ,上网定价发行,武汉证券公司 ,海通证券股份有限公司 武汉证券公司 , 
600886,国投电力控股股份有限公司,"SDIC Power Holdings Co., Ltd.",北京市西城区西直门南小街147号楼11层1108,国投电力,胡刚,杨林,"678,602.3347",电力、热力生产和供应业,100034,010-88006378,010-88006368,www.sdicpower.com,1996-01-18,1993-08-01,"1,000",2, ,定向发行,国泰君安证券股份有限公司 ,湖北证券有限公司 , 
600887,内蒙古伊利实业集团股份有限公司,"Inner Mongolia Yili Industrial Group Co., Ltd.",内蒙古自治区呼和浩特市金山开发区金山大街1号,伊利股份,潘刚,胡利平,"607,849.2608",食品制造业,10110,0471-3350092,0471-3601621,www.yili.com,1996-03-12,1996-01-25,"1,715",5.95,12.07,上网定价发行,国泰君安证券股份有限公司 ,国泰君安证券股份有限公司 内蒙古自治区证券公司 , 
600888,新疆众和股份有限公司,"Xinjiang Joinworld Co., Ltd.",新疆维吾尔自治区乌鲁木齐市喀什东路18号,新疆众和,孙健,刘建昊,"83,359.3634",计算机、通信和其他电子设备制造业,830013,0991-6689800,0991-6689882,www.joinworld.com,1996-02-15,1996-01-17,"2,250",4.2, ,银行储蓄存单方式,华夏证券有限公司 ,华夏证券有限公司 ,东方证券有限责任公司 
600889,南京化纤股份有限公司,Nanjing Chemical Fibre Company Limited.,江苏省南京市六合区雄州街道郁庄路2号,南京化纤,丁明国,陈波,"30,706.9284",化学纤维制造业,211511,025-84208005,025-84208005,www.ncfc.cn,1996-03-08,1996-02-06,"2,500",3.92,11.2,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 , 
600890,中房置业股份有限公司,"Cred Holding Co., Ltd.",北京市海淀区苏州街18号院4号楼4212-3房间,中房股份,朱雷,郭洪洁,"57,919.4925",房地产业,100080,010-82608847,010-82611808,www.credholding.com,1996-03-18,1996-02-12,"3,205",6.98,15,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
600891,哈尔滨秋林集团股份有限公司,"Harbin Churin Group Jointstock Co., Ltd.",黑龙江省哈尔滨市南岗区东大直街319号,秋林集团,李亚,隋吉平,"61,758.5803",其他制造业,150001,0451-53644632,0451-53649282,www.qlgroup.com.cn,1996-03-25,1996-03-06,"2,700",6.8,16.35,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 , 
600892,大晟时代文化投资股份有限公司,"Dasheng Times Cultural Investment Co., Ltd.",广东省深圳市罗湖区笋岗街道梨园路6号物资控股置地大厦21层08室,大晟文化,周镇科,方吉槟,"55,946.4188",软件和信息技术服务业,518023,0755-82359089,0755-82610489, ,1996-03-15,1986-11-01,"3,057",1, ,公开拍卖,广发证券股份有限公司 ,上海财政证券公司 , 
600893,中国航发动力股份有限公司,"AECC Aviation Power Co., Ltd.",陕西省西安市未央区徐家湾,航发动力,张民生,王洪雷,"224,984.4450",铁路、船舶、航空航天和其他运输设备制造业,710021,029-86150271,029-86629636,www.xaec.com,1996-04-08,1996-03-21,"4,400",6.98,12.1,上网定价发行,上海申银证券有限公司 ,上海申银证券有限公司 ,中国银河证券股份有限公司 
600894,广州广日股份有限公司,"Guangzhou Guangri Stock Co., Ltd.",广东省广州市天河区华利路59号东塔13层自编1301,广日股份,孙维元,杜景来,"85,994.6895",通用设备制造业,510623,020-38371213,020-38373152,www.guangrigf.com/index.aspx,1996-03-28,1996-02-28,"4,314",3.6,12.86,全额预缴、比例配售、余额即退,广发证券有限责任公司 ,广发证券有限责任公司 , 
600895,上海张江高科技园区开发股份有限公司,"Shanghai Zhangjiang Hi-tech Park Development Co., Ltd.",上海市浦东新区龙东大道200号,张江高科,陈干锦,卢缨,"154,868.9550",综合,201203,021-38959000,021-50800492,www.600895.com; www.600895.cn,1996-04-22,1996-04-03,"2,500",6.15,18.1,上网定价发行,华夏证券有限公司 , , 
600896,览海医疗产业投资股份有限公司,"Lanhai Medical Investment Co., Ltd.",海南省海口市龙昆北路2号珠江广场帝豪大厦25层,览海投资,密春雷,胡晓鹏,"86,909.9075",卫生,200120,021-62756111,021-62758258,www.haishengshipping.com,1996-05-03,1996-04-11,"4,170",3.9,18.57,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 , 
600897,元翔（厦门）国际航空港股份有限公司,"Xiamen International Airport Co., Ltd.",福建省厦门高崎国际机场,厦门空港,林伟民,朱昭,"29,781.0000",航空运输业,361006,0592-5706078,0592-5730699,www.xiac.com.cn,1996-05-31,1996-04-17,"2,700",8.8,16,上网定价发行,国泰证券有限公司 ,国泰证券有限公司 , 
600898,国美通讯设备股份有限公司,"Gome Telecom Equipment Co., Ltd.",山东省济南市历下区趵突泉北路12号,国美通讯,宋林林,邵杰,"25,252.3820",计算机、通信和其他电子设备制造业,250011,"0531-81675201, 81675202",0531-81675313,www.sanlianshop.com,1996-04-18,1992-12-10,"7,825",2.5, ,公开拍卖, ,国泰证券有限公司 国泰君安证券股份有限公司 , 
600900,中国长江电力股份有限公司,"China Yangtze Power Co., Ltd.",北京市海淀区玉渊潭南路1号B座,长江电力,卢纯,李绍平,"2,200,000.0000",电力、热力生产和供应业,100033,010-58688900,010-58688898,www.cypc.com.cn,2003-11-18,2003-11-05,"232,600",4.3,17.99,"网下配售,二级市场配售",中信证券股份有限公司 ,国泰君安证券股份有限公司 中信证券股份有限公司 , 
600903,贵州燃气集团股份有限公司,Guizhou Gas Group Corporation Ltd.,贵州省贵阳市云岩区中华中路166-1号,贵州燃气,洪鸣,杨梅,"81,298.9305",燃气生产和供应业,550004,0851-85830557,0851-85822970,www.guizhougas.com,2017-11-07,2017-10-26,"12,195",2.21,22.88,"网下询价发行,上网定价发行",东海证券股份有限公司 , ,东海证券股份有限公司 
600908,无锡农村商业银行股份有限公司,"Wuxi Rural Commercial Bank Co., Ltd.",江苏省无锡市金融二街9号,无锡银行,任晓平,王洪顺,"184,811.4814",货币金融服务,214125,0510-82830815,0510-82830815,www.wrcb.com.cn,2016-09-23,2016-09-08,"18,481",4.47,9.91,"网下询价发行,上网定价发行",中信建投证券股份有限公司 , ,中信建投证券股份有限公司 
600909,华安证券股份有限公司,"Huaan Securities Co., Ltd.",安徽省合肥市政务文化新区天鹅湖路198号,华安证券,章宏韬,赵万利,"362,100.0000",资本市场服务,230081,0551-65161691,0551-65161600,www.hazq.com,2016-12-06,2016-11-23,"80,000",6.41,12.44,"网下询价发行,上网定价发行",华泰联合证券有限责任公司 , ,华泰联合证券有限责任公司 
600917,重庆燃气集团股份有限公司,Chongqing Gas Group Corporation Ltd.,重庆市江北区小苑一村30号,重庆燃气,王颂秋,李金艳,"155,600.0000",燃气生产和供应业,400020,023-67952837,023-67952837,www.cqgas.cn,2014-09-30,2014-09-22,"15,600",3.25,19.12,"网下询价发行,上网定价发行",申银万国证券股份有限公司 , ,申万宏源证券承销保荐有限责任公司 
600919,江苏银行股份有限公司,"Bank of Jiangsu Co., Ltd.",江苏省南京市中华路26号,江苏银行,夏平,吴典军,"1,154,445.0000",货币金融服务,210001,025-52890919,025-58588273,www.jsbchina.cn,2016-08-02,2016-07-20,"115,445",6.27,7.64,"网下询价发行,上网定价发行", , ,华泰联合证券有限责任公司 中银国际证券有限责任公司 
600926,杭州银行股份有限公司,"Bank of Hangzhou Co., Ltd.",浙江省杭州市下城区庆春路46号,杭州银行,陈震山,徐国民,"366,442.8880",货币金融服务,310003,0571-85064656,0571-85151339,www.hzbank.com.cn,2016-10-27,2016-10-14,"26,175",14.39,10.23,"网下询价发行,上网定价发行",中国国际金融股份有限公司 , ,中国国际金融股份有限公司 
600933,爱柯迪股份有限公司,"IKD Co., Ltd.",浙江省宁波市江北区金山路588号,爱柯迪,张建成,盛洪,"84,544.0000",汽车制造业,315033,0574-87562112,0574-87562112,www.ikd-china.com,2017-11-17,2017-11-07,"13,824",11.01,20.79,"网下询价发行,上网定价发行",国金证券股份有限公司 , ,国金证券股份有限公司 
